Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
S00185,18,Female,3.44,1009,254,2.705530256796945,Arts,2,4,3,7,8,0,61600.0,2,2,Entry,1,Yes
S00186,26,Female,3.53,1252,586,3.5475931410461663,Computer Science,4,2,4,9,1,3,82200.0,5,4,Entry,9,No
S00187,28,Male,2.18,990,335,3.0401016074927494,Arts,2,5,5,4,2,0,41600.0,3,5,Entry,8,No
S00188,26,Male,3.03,1313,400,1.885182604523839,Arts,3,3,1,10,7,1,43900.0,4,4,Entry,9,No
S00189,21,Male,2.46,972,166,3.7271067953033192,Business,4,4,0,1,3,4,53200.0,4,1,Senior,7,No
S00190,26,Male,2.36,1584,260,3.443989099115162,Computer Science,0,6,4,1,6,4,38900.0,2,4,Entry,5,No
S00191,20,Male,3.62,1446,4,2.4232233383626016,Arts,2,6,2,2,1,5,61700.0,2,2,Mid,7,No
S00192,24,Female,2.27,1197,888,2.6482065231213467,Law,2,8,5,10,8,3,31500.0,8,1,Entry,2,No
S00193,23,Female,2.94,1544,119,3.508964392208412,Mathematics,0,1,1,3,2,5,27800.0,2,2,Entry,10,No
S00194,25,Female,3.88,1182,996,2.99,Arts,4,3,4,2,1,4,49200.0,10,5,Executive,7,No
S00195,28,Female,2.37,1404,923,3.415273876561777,Medicine,3,7,3,4,2,2,72200.0,7,3,Entry,4,No
S00196,26,Male,3.96,1097,470,2.71,Arts,1,3,1,8,8,3,57400.0,1,5,Entry,5,Yes
S00197,22,Female,3.99,931,470,3.295970550431445,Business,4,2,1,3,10,5,62200.0,1,5,Mid,7,No
S00198,18,Female,3.11,1547,785,3.6457252860022855,Medicine,4,9,2,4,5,1,75000.0,10,5,Mid,2,Yes
S00199,20,Male,2.34,1240,493,2.435442915399656,Law,2,5,1,2,9,4,56500.0,3,2,Entry,5,Yes
S00200,27,Female,2.63,1557,738,2.2334670704242017,Mathematics,2,2,5,1,3,4,44800.0,3,3,Mid,2,No
S00201,29,Male,2.85,1233,864,1.9024461533843744,Law,3,1,5,8,8,3,71800.0,9,2,Entry,10,No
S00202,25,Female,2.62,1042,500,1.8942567191201032,Law,3,8,1,7,4,4,64500.0,2,1,Entry,6,No
S00203,28,Other,2.56,1309,70,2.17,Computer Science,3,2,0,10,7,4,39000.0,4,2,Entry,10,No
S00204,23,Male,3.94,943,694,4.24,Law,0,0,2,2,10,1,37300.0,3,5,Mid,8,Yes
S00205,25,Female,2.31,931,865,2.353947533298498,Engineering,1,8,1,8,10,1,49200.0,7,4,Entry,7,Yes
S00206,26,Female,3.47,927,776,3.94,Business,1,4,1,10,8,3,63500.0,6,4,Senior,5,No
S00207,21,Other,2.0,1322,370,3.567299162982384,Computer Science,3,6,0,3,3,4,35400.0,9,2,Mid,3,No
S00208,18,Male,3.19,1390,181,3.002359372687166,Medicine,2,1,0,7,3,5,52000.0,8,5,Senior,4,No
S00209,18,Female,3.83,1059,996,3.591063259397837,Engineering,1,0,3,1,1,0,63600.0,2,5,Mid,2,No
S00210,27,Male,2.58,1106,5,3.253059778297433,Computer Science,4,5,2,3,8,3,46300.0,3,4,Entry,6,No
S00211,21,Male,2.37,917,197,2.7756852722619256,Business,0,4,0,9,2,5,54200.0,1,3,Entry,8,No
S00212,29,Male,3.3,1002,47,2.881660152439163,Medicine,2,9,1,4,7,1,57300.0,8,3,Mid,8,No
S00213,24,Other,3.43,1481,970,3.5279293375553284,Business,0,5,0,1,7,0,61300.0,2,5,Entry,9,No
S00214,19,Female,3.38,1530,552,3.856734383874997,Business,4,1,4,6,7,5,51200.0,4,1,Mid,5,No
S00215,20,Female,2.64,1550,634,2.341068037622069,Medicine,1,6,3,1,4,5,48100.0,2,1,Entry,10,No
S00216,18,Female,2.5,1571,647,2.532679909342872,Law,0,0,3,10,7,4,65200.0,2,1,Mid,6,No
S00217,22,Male,3.91,1131,140,3.1300000000000003,Arts,0,7,5,1,10,3,25000.0,3,1,Senior,2,No
S00218,18,Male,3.85,1559,862,1.9823052504712253,Business,0,6,2,2,8,3,62900.0,10,1,Entry,10,No
S00219,25,Male,2.91,1323,665,3.095164119428422,Law,4,6,3,3,9,1,58800.0,5,4,Mid,4,No
S00220,18,Male,3.69,1446,540,2.7960580810894413,Mathematics,2,5,2,2,7,2,72900.0,8,5,Entry,3,No
S00221,28,Male,2.9,1138,427,1.720609118580704,Medicine,2,9,4,8,6,2,58600.0,10,2,Entry,9,No
S00222,18,Male,2.85,1233,589,2.8141542946512788,Business,4,4,5,6,5,2,34400.0,2,4,Entry,6,No
S00223,19,Male,2.31,1048,687,1.898958066042276,Arts,0,8,1,1,10,3,51500.0,5,4,Entry,6,No
S00224,19,Male,2.85,1522,561,3.232566159500877,Mathematics,0,2,4,6,10,1,35300.0,4,5,Mid,4,No
S00225,29,Male,3.07,1307,854,2.089229206317272,Medicine,3,8,2,1,7,1,67200.0,3,3,Mid,6,No
S00226,23,Male,2.05,916,310,1.8399501501696447,Computer Science,1,4,2,9,10,2,25000.0,10,4,Entry,1,No
S00227,24,Other,2.89,1125,274,3.637221451376348,Computer Science,1,7,2,3,2,0,26000.0,6,4,Entry,9,No
S00228,22,Female,3.56,1551,539,3.7283567065406857,Law,2,2,1,1,5,2,32000.0,9,2,Entry,3,No
S00229,18,Other,3.36,1555,840,2.423120675093183,Computer Science,4,6,5,1,8,3,25600.0,8,1,Executive,5,No
