Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
S00027,18,Female,2.25,1036,991,1.924013753,Arts,1,9,2,1,5,3,25000,8,4,Entry,7,No
S00028,29,Female,3.81,1146,610,1.908834684,Engineering,0,6,0,8,2,2,25000,5,1,Entry,4,No
S00029,27,Male,3.73,1340,216,3.485725427,Medicine,1,0,3,1,9,3,25000,8,2,Mid,6,No
S00030,23,Female,2.93,944,636,4.3,Mathematics,4,1,5,8,1,0,25000,3,5,Executive,4,No
S00031,29,Female,3.49,1557,585,3.247466643,Engineering,2,5,1,9,5,0,25000,10,2,Senior,2,No
S00032,26,Female,3.24,1587,366,2.718574285,Business,0,8,1,1,3,2,25000,6,3,Entry,2,No
S00033,18,Male,3.61,1453,890,2.583698985,Engineering,4,8,2,7,8,3,25000,6,2,Mid,4,No
S00034,28,Male,2.86,988,642,3.521800169,Law,4,7,5,5,8,3,25000,4,2,Entry,5,No
S00035,28,Female,3.57,1127,469,3.585995459,Engineering,1,2,2,8,1,3,25000,5,4,Entry,1,Yes
S00036,27,Female,2.92,1190,418,3.228557879,Medicine,3,1,0,4,4,0,25000,7,4,Entry,3,No
S00037,29,Female,3.88,1321,27,2.925765557,Engineering,3,0,5,2,10,1,25000,1,5,Executive,5,No
S00038,29,Female,2.97,966,677,3.8577281,Arts,3,8,4,7,8,1,25000,8,3,Entry,8,No
S00039,20,Female,2.93,1150,455,3.140006016,Computer Science,3,4,4,7,9,3,25000,3,3,Entry,4,Yes
S00040,29,Female,3.57,940,918,3.756210919,Business,2,2,5,8,9,3,25000,7,5,Entry,6,Yes
S00041,24,Female,3.64,998,580,2.38255055,Law,0,9,4,9,2,4,25000,9,1,Mid,4,No
S00042,21,Female,3.11,1205,14,2.133021451,Mathematics,0,9,0,6,9,2,25000,2,2,Entry,5,No
S00043,26,Female,2.36,1355,98,4.228621401,Medicine,2,4,3,3,8,0,25000,10,4,Senior,7,No
S00044,20,Male,2.94,1490,279,2.477678713,Mathematics,1,2,4,5,9,4,25000,10,5,Entry,8,Yes
S00045,22,Male,3.94,1200,940,3.397908896,Mathematics,0,8,4,3,9,3,25000,7,5,Entry,10,Yes
S00046,20,Female,3.51,1098,490,3.11616147,Engineering,4,0,5,10,3,5,25000,1,4,Mid,10,No
S00047,24,Male,3.62,1558,985,3.495348993,Engineering,0,0,1,9,5,1,25000,5,4,Entry,8,No
S00048,22,Male,2.07,1387,961,2.382081507,Engineering,2,2,1,5,3,1,25000,7,1,Mid,7,Yes
S00049,26,Male,2.94,1005,883,2.502999413,Business,1,5,3,7,6,4,25000,5,3,Mid,4,Yes
S00050,24,Male,3.29,1300,759,3.999457907,Law,0,1,5,10,10,1,25000,5,4,Mid,4,No
S00051,19,Male,3.66,1376,624,3.722567145,Computer Science,2,0,2,7,5,1,25000,6,5,Senior,2,No
S00052,21,Male,2.1,1021,207,2.415297251,Arts,4,7,0,7,2,5,25000,10,2,Senior,9,No
S00053,26,Female,3.7,976,864,2.376744674,Law,3,9,4,10,3,2,25000,10,1,Mid,6,Yes
S00054,29,Female,3.1,1211,846,4.15,Arts,4,8,5,4,7,3,25000,6,2,Executive,3,No
S00055,19,Male,2.39,1011,233,2.170546346,Mathematics,4,9,5,4,10,4,25000,10,2,Entry,3,No
S00056,27,Male,2.63,1581,573,3.52758417,Law,1,0,0,3,10,5,25000,2,3,Senior,1,Yes
S00057,26,Female,2.56,1417,597,2.31048922,Medicine,0,2,1,4,5,0,25000,10,2,Entry,2,No
S00058,27,Male,3.06,1096,695,3.99892928,Computer Science,3,4,0,9,3,0,25000,10,5,Entry,5,No
S00059,22,Female,2.1,997,239,3.807651575,Computer Science,2,6,1,5,4,5,25000,9,5,Senior,9,No
S00060,19,Female,2.32,1358,250,3.402621884,Business,3,9,0,6,6,3,25000,3,4,Entry,3,No
S00061,21,Female,3.63,1129,583,2.008099535,Law,0,3,1,4,8,0,25000,1,3,Entry,7,No
S00062,29,Male,2.27,1067,740,3.788225846,Engineering,1,5,0,1,7,5,25000,1,4,Entry,6,No
S00063,29,Female,2.47,907,597,2.602053083,Computer Science,0,0,4,7,3,1,25000,9,2,Entry,3,No
S00064,24,Male,2.91,1071,306,3.867946033,Law,2,3,4,7,2,2,25000,6,5,Entry,4,Yes
S00065,29,Female,3.03,1259,1000,3.26747296,Engineering,3,7,3,6,3,4,25000,7,4,Entry,5,No
S00066,25,Female,3.53,1094,908,3.633064362,Business,4,4,0,4,5,4,25000,2,5,Mid,2,No
S00067,20,Male,2.89,1168,463,2.30008036,Mathematics,0,7,2,10,7,1,25000,1,4,Mid,8,Yes
S00068,18,Male,3.58,918,783,3.047763228,Mathematics,1,0,3,8,8,3,25000,2,1,Mid,7,No
S00069,21,Male,3.24,1253,913,2.18,Law,1,9,0,8,6,2,25000,3,3,Entry,9,No
S00070,19,Female,2.23,948,802,2.788390138,Law,3,8,2,1,2,0,25000,3,4,Senior,8,No
S00071,25,Male,2.31,1363,236,2.082166433,Medicine,4,3,4,9,2,4,25000,8,2,Entry,7,No
S00072,21,Female,2.87,1255,291,2.414914757,Law,2,8,4,8,10,4,25000,4,5,Entry,9,No
S00073,19,Male,2.79,1057,39,3.049240021,Medicine,4,7,5,2,5,3,25000,1,5,Senior,10,No
S00074,23,Female,3.49,965,998,2.825255777,Engineering,3,7,4,9,5,2,25000,2,3,Mid,5,No
S00075,23,Female,3.16,1470,718,4.28,Mathematics,4,1,5,4,1,5,25000,9,3,Executive,3,No
S00076,27,Female,2.78,1207,183,2.113859926,Engineering,3,2,2,10,1,0,25000,2,1,Entry,6,No
S00077,21,Female,2.34,1236,699,3.868420834,Mathematics,4,9,1,6,9,4,25000,9,4,Mid,9,No
S00078,23,Male,2.45,1570,645,1.642762189,Mathematics,0,8,0,2,7,4,25000,5,1,Entry,6,No
S00079,19,Male,3.15,1020,30,3.612849524,Computer Science,1,2,3,10,8,0,25000,4,4,Senior,3,Yes
S00080,27,Female,2.85,1303,388,2.868940495,Business,3,7,5,4,5,2,25000,4,4,Entry,2,No
S00081,29,Male,3.03,1546,767,4.038498216,Medicine,3,4,3,2,3,2,25000,3,3,Entry,5,No
S00082,19,Male,2.34,1467,143,3.502740234,Mathematics,1,6,4,9,3,2,25000,2,3,Entry,8,No
S00083,27,Male,3.33,995,615,3.301319559,Computer Science,2,3,1,9,3,4,25000,8,4,Mid,8,No
S00084,21,Male,3.71,1013,419,3.251229591,Arts,3,7,5,5,1,5,25000,6,3,Entry,1,No
S00085,25,Male,2.52,1328,74,3.002196546,Computer Science,0,3,0,3,3,1,25000,9,4,Executive,3,No
S00086,24,Female,2.98,1439,55,3.318207502,Engineering,4,4,5,3,2,4,25000,2,3,Senior,5,No
S00087,29,Male,3.95,901,962,2.424519302,Arts,0,0,0,1,8,3,25000,1,2,Senior,1,No
S00088,26,Female,2.67,1111,748,3.35,Computer Science,3,9,3,8,10,3,25000,8,4,Senior,6,No
S00089,25,Male,3.19,1479,572,2.792679435,Law,2,7,3,3,10,5,25000,8,5,Senior,4,No
S00090,22,Female,2.18,1539,24,3.226435689,Business,3,6,3,4,6,4,25000,5,2,Senior,9,Yes
S00091,19,Male,3.21,1232,988,2.809948971,Medicine,2,4,0,2,5,4,25000,2,1,Senior,2,No
S00092,22,Female,2.18,923,22,3.601816783,Law,1,5,5,8,1,0,25000,10,3,Senior,10,No
S00093,25,Female,3.92,1267,428,2.23,Arts,4,0,3,3,2,2,25000,5,1,Entry,5,No
S00094,27,Male,3.43,1405,32,2.234922957,Mathematics,0,7,0,2,2,5,25000,8,5,Entry,5,No
S00095,26,Female,3.58,1075,863,3.220199665,Business,2,8,4,1,7,0,25000,4,3,Mid,6,Yes
S00096,29,Other,3.41,1328,339,3.434201219,Mathematics,0,4,5,10,7,5,25000,2,1,Entry,5,No
S00097,29,Female,3.18,1341,947,3.359588866,Computer Science,1,9,5,2,6,3,25000,3,2,Entry,10,No
S00098,29,Female,2.9,1447,981,2.462352414,Law,3,6,5,2,8,3,25000,3,1,Mid,10,No
S00099,26,Male,3.72,1413,515,3.466900722,Engineering,2,9,1,4,4,1,25000,9,3,Mid,9,Yes
S00100,18,Female,3.91,1260,512,3.278524771,Engineering,4,3,3,1,9,2,25000,3,2,Mid,1,No
S00101,26,Male,3,1173,70,3.11,Business,2,5,0,1,8,2,25000,1,5,Executive,8,No
S00102,24,Male,3.86,1076,672,2.011429551,Engineering,3,1,4,6,3,5,25000,7,1,Mid,6,No
S00103,26,Other,3.17,1163,898,2.168116758,Medicine,3,3,2,5,3,3,25000,1,4,Entry,9,No
S00104,25,Male,3.08,1085,88,2.439971868,Mathematics,4,4,4,1,9,0,25000,6,3,Entry,10,No
S00105,18,Female,2.91,1426,877,2.831643935,Business,4,8,1,6,9,4,25000,10,4,Entry,7,No
S00106,29,Female,2.42,1178,571,3.874304962,Business,1,8,4,8,5,2,25000,4,4,Entry,3,No
S00107,25,Female,2.01,1097,764,2.639202205,Engineering,0,7,3,5,10,4,25000,7,1,Entry,8,No
S00108,25,Other,2.48,1248,219,3.494469597,Business,2,3,3,3,1,3,25000,7,4,Entry,10,No
S00109,28,Male,3.02,1320,713,3.486787101,Computer Science,1,5,2,3,3,1,25000,7,2,Senior,3,Yes
S00110,20,Male,2.76,1204,589,2.919990635,Arts,0,6,5,2,5,3,25000,6,5,Mid,3,No
S00111,18,Male,2.9,963,767,2.433908071,Law,1,0,0,9,4,4,25000,7,5,Mid,4,No
S00112,25,Male,3.96,1189,759,3.337700737,Arts,4,0,4,9,4,3,25000,8,4,Senior,3,Yes
S00113,20,Male,2.7,917,270,3.299904555,Mathematics,4,3,2,7,1,2,25000,3,3,Entry,6,No
S00114,20,Male,2.9,963,819,3.946288926,Law,3,2,3,1,6,5,25000,5,4,Mid,7,No
S00115,18,Female,2.27,1229,651,2.383681558,Engineering,2,9,5,1,10,5,25000,10,3,Entry,3,No
S00116,28,Female,2.1,916,78,4.3,Medicine,2,3,0,4,4,4,25000,9,5,Senior,3,Yes
S00117,22,Male,3.55,1342,592,2.39626168,Medicine,2,8,0,2,1,4,25000,8,2,Entry,7,No
S00118,27,Female,3.14,1040,10,3.4786443,Engineering,1,1,1,3,10,1,25000,6,3,Entry,10,No
S00119,24,Male,3.52,1207,468,3.592664554,Mathematics,1,3,5,2,6,2,25000,9,5,Entry,9,No
S00120,27,Male,2.3,1343,336,1.99277597,Engineering,2,6,3,1,5,0,25000,10,1,Senior,3,Yes
S00121,26,Female,3.14,1395,636,2.398335646,Business,3,1,0,3,5,1,25000,5,4,Entry,6,No
S00122,29,Female,2.51,1325,186,2.080608533,Medicine,0,7,1,7,2,2,25000,2,3,Senior,5,No
S00123,24,Female,2.46,1374,546,2.367417477,Arts,1,9,1,10,1,5,25000,9,2,Entry,8,No
S00124,26,Male,2.02,1144,121,3.660132766,Engineering,2,3,3,9,7,0,25000,5,4,Entry,9,Yes
S00125,25,Female,2.26,1349,592,2.15,Mathematics,4,8,0,10,5,5,25000,8,5,Entry,8,No
S00126,29,Female,2.62,1250,718,3.01,Mathematics,1,0,5,9,3,4,25000,8,5,Entry,1,No
S00127,19,Female,2.23,1498,565,2.630756751,Arts,0,6,0,8,6,5,25000,4,5,Mid,7,No
S00128,18,Female,3.97,1060,668,3.937862025,Law,1,0,4,6,3,1,25000,4,3,Mid,8,No
S00129,24,Female,2.62,1039,274,3.571980892,Arts,0,9,0,1,6,4,25000,1,1,Entry,5,Yes
S00130,24,Female,2.26,1392,410,3.17126188,Mathematics,0,8,1,8,6,4,25000,5,1,Entry,4,No
S00131,25,Female,2.4,1487,358,2.959855022,Medicine,1,9,2,8,9,4,25000,9,5,Entry,7,No
S00132,22,Other,3.18,1430,647,2.22,Law,0,9,3,9,8,2,25000,5,4,Entry,6,No
S00133,20,Female,2.13,1292,941,3.305991651,Arts,1,0,2,10,1,0,25000,5,2,Entry,2,No
S00134,29,Male,3.72,1300,98,2.298870044,Business,1,2,0,6,7,2,25000,6,4,Mid,9,No
S00135,25,Female,3.92,949,241,2.434188526,Business,3,6,5,3,9,4,25000,6,3,Entry,3,Yes
S00136,23,Male,2.49,1194,557,2.236890898,Medicine,4,0,5,6,2,1,25000,8,1,Mid,1,No
S00137,28,Male,2.9,1324,711,3.256653098,Business,0,4,1,8,9,5,25000,1,2,Mid,3,No
S00138,20,Female,2.04,911,993,3.405793479,Engineering,1,5,2,7,6,4,25000,5,5,Entry,1,Yes
S00139,18,Female,3.28,1234,803,3.665066294,Law,0,2,3,8,3,0,25000,9,5,Entry,10,Yes
S00140,20,Female,2.83,914,948,3.037045078,Medicine,1,5,4,3,8,2,25000,3,3,Senior,7,No
S00141,22,Male,2.54,927,114,2.047653145,Law,1,3,2,8,7,0,25000,7,3,Entry,6,Yes
S00142,20,Female,2.41,1287,487,4.253599011,Mathematics,1,5,5,5,8,2,25000,7,3,Senior,8,No
S00143,18,Male,3.31,1191,789,2.827535292,Arts,4,5,4,7,8,5,25000,10,3,Mid,4,No
S00144,22,Other,2.83,1149,241,2.957457469,Engineering,0,3,5,4,7,0,25000,3,5,Mid,6,No
S00145,27,Other,2.36,1404,156,3.640310908,Medicine,4,0,0,3,1,0,25000,7,5,Mid,3,Yes
S00146,24,Female,3.38,997,352,2.065274393,Arts,4,2,0,6,10,2,25000,3,3,Entry,4,No
S00147,24,Female,3.13,1236,44,2.341617184,Arts,4,9,3,9,10,2,25000,6,5,Entry,6,No
S00148,28,Female,3.72,938,592,3.003976669,Arts,4,6,4,4,10,2,25000,8,3,Senior,5,No
S00149,26,Female,2.23,937,312,2.187581019,Arts,3,1,4,9,8,3,25000,8,2,Mid,2,No
S00150,27,Male,3.57,1199,138,2.57816251,Arts,0,3,3,3,5,5,25000,6,3,Mid,9,No
S00151,27,Male,3.35,1078,663,3.668679917,Medicine,0,5,5,6,2,0,25000,2,3,Entry,2,No
S00152,29,Female,2.23,1508,944,2.561210384,Business,1,4,2,5,2,3,25000,1,2,Entry,8,No
S00153,20,Female,3.39,1368,436,2.548666148,Arts,0,5,3,9,2,3,25000,3,1,Senior,5,No
S00154,24,Male,2.88,1181,754,3.250730264,Mathematics,4,4,0,6,9,4,25000,3,4,Entry,7,No
S00155,18,Female,3.89,1063,143,4.3,Mathematics,2,8,4,2,5,3,25000,7,3,Senior,6,Yes
S00156,21,Male,2.28,1352,823,1.9423893,Engineering,0,1,1,4,3,3,25000,4,2,Entry,2,No
S00157,21,Female,3.29,996,299,3.52847845,Medicine,2,3,5,5,6,2,25000,2,2,Mid,4,Yes
S00158,22,Female,2.76,1208,562,3.110576444,Computer Science,3,0,1,9,9,2,25000,2,5,Entry,9,Yes
S00159,24,Female,3.91,1161,262,2.277223181,Business,1,6,0,1,9,1,25000,7,3,Mid,7,No
S00160,24,Female,2.66,1192,512,2.593389025,Engineering,1,0,4,9,9,5,25000,8,2,Entry,1,No
S00161,28,Male,3.92,1148,673,2.63005585,Mathematics,1,5,4,10,10,0,25000,5,1,Mid,4,No
S00162,21,Male,3.8,1144,62,3.422084032,Arts,3,9,3,1,4,5,25000,2,1,Senior,10,No
S00163,24,Female,2.54,1150,567,2.657524172,Medicine,4,9,2,1,5,3,25000,3,4,Entry,3,Yes
S00164,28,Female,3.61,1022,423,3.235129368,Medicine,2,8,3,4,1,3,25000,1,5,Entry,1,No
S00165,20,Male,3.99,1224,396,3.403064553,Arts,0,1,1,6,10,0,25000,10,5,Entry,5,No
S00166,23,Female,2.51,1580,884,3.46079938,Mathematics,4,0,4,2,6,5,25000,4,5,Mid,9,No
S00167,29,Male,2.87,1400,996,3.23,Engineering,1,9,2,1,2,2,25000,7,3,Entry,4,No
S00168,19,Female,3.04,1586,31,3.321198275,Medicine,1,2,3,4,7,2,25000,10,1,Entry,2,No
S00169,27,Female,2.59,965,330,2.612743654,Law,4,5,2,8,4,0,25000,9,3,Entry,7,No
S00170,26,Male,2.03,958,949,3.668296115,Mathematics,2,6,5,6,4,0,25000,3,2,Entry,8,Yes
S00171,22,Male,2.44,1397,802,2.084199793,Mathematics,4,7,5,5,9,2,25000,4,4,Entry,2,No
S00172,23,Female,2.56,1272,169,1.946156904,Business,3,3,1,1,1,0,25000,6,4,Entry,10,No
S00173,29,Female,2.89,1165,266,2.67682928,Engineering,1,7,2,3,6,5,25000,1,3,Entry,9,No
S00174,29,Female,2.34,1552,308,3.319324861,Mathematics,2,6,5,7,2,2,25000,5,4,Entry,10,No
S00175,29,Female,3.75,1135,459,3.46093738,Arts,0,7,4,10,6,0,25000,10,3,Mid,8,No
S00176,29,Female,3.41,1117,185,2.771100894,Mathematics,1,4,5,3,7,2,25000,5,5,Entry,4,No
S00177,21,Other,2.17,1426,334,1.987640988,Engineering,4,9,2,5,3,1,25000,10,2,Entry,4,No
S00178,28,Female,3.3,1340,515,2.378555871,Law,2,6,2,6,4,2,25000,9,5,Mid,5,No
S00179,27,Female,3.31,1549,441,3.83802881,Mathematics,1,3,3,9,2,2,25000,9,4,Mid,1,No
S00180,24,Male,3.91,1305,673,3.527182679,Engineering,0,0,2,3,7,3,25000,1,2,Entry,7,No
S00181,29,Male,2.01,1500,391,3.290939212,Mathematics,0,2,2,6,9,5,25000,3,1,Mid,4,No
S00182,26,Female,2.5,1488,772,3.83,Computer Science,4,9,1,2,5,2,25000,4,3,Executive,1,No
S00183,24,Male,3.86,1547,935,3.319612433,Arts,3,8,2,9,5,0,25000,1,2,Executive,4,No
S00184,18,Female,3.86,1368,560,2.836857017,Business,4,3,3,9,9,4,25000,9,3,Mid,4,Yes
S00185,18,Female,3.44,1009,254,2.705530257,Arts,2,4,3,7,8,0,25000,2,2,Entry,1,Yes
S00186,26,Female,3.53,1252,586,3.547593141,Computer Science,4,2,4,9,1,3,25000,5,4,Entry,9,No
S00187,28,Male,2.18,990,335,3.040101607,Arts,2,5,5,4,2,0,25000,3,5,Entry,8,No
S00188,26,Male,3.03,1313,400,1.885182605,Arts,3,3,1,10,7,1,25000,4,4,Entry,9,No
S00189,21,Male,2.46,972,166,3.727106795,Business,4,4,0,1,3,4,25000,4,1,Senior,7,No
S00190,26,Male,2.36,1584,260,3.443989099,Computer Science,0,6,4,1,6,4,25000,2,4,Entry,5,No
S00191,20,Male,3.62,1446,4,2.423223338,Arts,2,6,2,2,1,5,25000,2,2,Mid,7,No
S00192,24,Female,2.27,1197,888,2.648206523,Law,2,8,5,10,8,3,25000,8,1,Entry,2,No
S00193,23,Female,2.94,1544,119,3.508964392,Mathematics,0,1,1,3,2,5,25000,2,2,Entry,10,No
S00194,25,Female,3.88,1182,996,2.99,Arts,4,3,4,2,1,4,25000,10,5,Executive,7,No
S00195,28,Female,2.37,1404,923,3.415273877,Medicine,3,7,3,4,2,2,25000,7,3,Entry,4,No
S00196,26,Male,3.96,1097,470,2.71,Arts,1,3,1,8,8,3,25000,1,5,Entry,5,Yes
S00197,22,Female,3.99,931,470,3.29597055,Business,4,2,1,3,10,5,25000,1,5,Mid,7,No
S00198,18,Female,3.11,1547,785,3.645725286,Medicine,4,9,2,4,5,1,25000,10,5,Mid,2,Yes
S00199,20,Male,2.34,1240,493,2.435442915,Law,2,5,1,2,9,4,25000,3,2,Entry,5,Yes
S00200,27,Female,2.63,1557,738,2.23346707,Mathematics,2,2,5,1,3,4,25000,3,3,Mid,2,No
S00201,29,Male,2.85,1233,864,1.902446153,Law,3,1,5,8,8,3,25000,9,2,Entry,10,No
S00202,25,Female,2.62,1042,500,1.894256719,Law,3,8,1,7,4,4,25000,2,1,Entry,6,No
S00203,28,Other,2.56,1309,70,2.17,Computer Science,3,2,0,10,7,4,25000,4,2,Entry,10,No
S00204,23,Male,3.94,943,694,4.24,Law,0,0,2,2,10,1,25000,3,5,Mid,8,Yes
S00205,25,Female,2.31,931,865,2.353947533,Engineering,1,8,1,8,10,1,25000,7,4,Entry,7,Yes
S00206,26,Female,3.47,927,776,3.94,Business,1,4,1,10,8,3,25000,6,4,Senior,5,No
S00207,21,Other,2,1322,370,3.567299163,Computer Science,3,6,0,3,3,4,25000,9,2,Mid,3,No
S00208,18,Male,3.19,1390,181,3.002359373,Medicine,2,1,0,7,3,5,25000,8,5,Senior,4,No
S00209,18,Female,3.83,1059,996,3.591063259,Engineering,1,0,3,1,1,0,25000,2,5,Mid,2,No
S00210,27,Male,2.58,1106,5,3.253059778,Computer Science,4,5,2,3,8,3,25000,3,4,Entry,6,No
S00211,21,Male,2.37,917,197,2.775685272,Business,0,4,0,9,2,5,25000,1,3,Entry,8,No
S00212,29,Male,3.3,1002,47,2.881660152,Medicine,2,9,1,4,7,1,25000,8,3,Mid,8,No
S00213,24,Other,3.43,1481,970,3.527929338,Business,0,5,0,1,7,0,25000,2,5,Entry,9,No
S00214,19,Female,3.38,1530,552,3.856734384,Business,4,1,4,6,7,5,25000,4,1,Mid,5,No
S00215,20,Female,2.64,1550,634,2.341068038,Medicine,1,6,3,1,4,5,25000,2,1,Entry,10,No
S00216,18,Female,2.5,1571,647,2.532679909,Law,0,0,3,10,7,4,25000,2,1,Mid,6,No
S00217,22,Male,3.91,1131,140,3.13,Arts,0,7,5,1,10,3,25000,3,1,Senior,2,No
S00218,18,Male,3.85,1559,862,1.98230525,Business,0,6,2,2,8,3,25000,10,1,Entry,10,No
S00219,25,Male,2.91,1323,665,3.095164119,Law,4,6,3,3,9,1,25000,5,4,Mid,4,No
S00220,18,Male,3.69,1446,540,2.796058081,Mathematics,2,5,2,2,7,2,25000,8,5,Entry,3,No
S00221,28,Male,2.9,1138,427,1.720609119,Medicine,2,9,4,8,6,2,25000,10,2,Entry,9,No
S00222,18,Male,2.85,1233,589,2.814154295,Business,4,4,5,6,5,2,25000,2,4,Entry,6,No
S00223,19,Male,2.31,1048,687,1.898958066,Arts,0,8,1,1,10,3,25000,5,4,Entry,6,No
S00224,19,Male,2.85,1522,561,3.23256616,Mathematics,0,2,4,6,10,1,25000,4,5,Mid,4,No
S00225,29,Male,3.07,1307,854,2.089229206,Medicine,3,8,2,1,7,1,25000,3,3,Mid,6,No
S00226,23,Male,2.05,916,310,1.83995015,Computer Science,1,4,2,9,10,2,25000,10,4,Entry,1,No
S00227,24,Other,2.89,1125,274,3.637221451,Computer Science,1,7,2,3,2,0,25000,6,4,Entry,9,No
S00228,22,Female,3.56,1551,539,3.728356707,Law,2,2,1,1,5,2,25000,9,2,Entry,3,No
S00229,18,Other,3.36,1555,840,2.423120675,Computer Science,4,6,5,1,8,3,25000,8,1,Executive,5,No
S00230,18,Male,3.27,1159,390,3.175370285,Engineering,0,9,5,2,6,0,25000,2,4,Mid,7,No
S00231,20,Male,3.82,1573,459,2.341486635,Business,1,3,2,6,6,1,25000,1,1,Senior,2,Yes
S00232,19,Female,2.04,1503,733,3.439782318,Business,4,4,4,1,1,4,25000,8,5,Mid,4,No
S00233,22,Male,3.11,1073,634,3.239086404,Medicine,4,3,5,7,2,5,25000,5,4,Entry,6,No
S00234,29,Male,3.57,1104,361,2.533910597,Engineering,0,8,1,4,3,0,25000,2,2,Mid,1,Yes
S00235,27,Male,3.08,1314,69,3.404697095,Business,4,6,4,7,7,1,25000,10,2,Mid,6,No
S00236,23,Male,2.65,1407,583,2.318650499,Medicine,1,5,1,4,10,0,25000,1,5,Entry,5,Yes
S00237,24,Male,2.27,1052,662,1.597936008,Arts,3,5,2,4,6,2,25000,8,1,Entry,2,No
S00238,21,Male,3.78,1002,699,3.519730987,Business,1,9,5,4,5,0,25000,8,3,Mid,6,No
S00239,24,Female,2.94,964,431,3.363623521,Law,3,6,1,10,9,0,25000,6,5,Mid,5,No
S00240,28,Male,3.76,1016,885,2.58139949,Business,4,4,0,10,10,0,25000,5,3,Entry,1,No
S00241,25,Male,3.17,1564,758,2.866927799,Arts,1,9,4,8,7,3,25000,5,2,Senior,6,No
S00242,28,Female,3.35,1055,708,3.20222113,Arts,0,2,0,2,9,5,25000,6,2,Mid,7,No
S00243,18,Male,3.61,1575,32,3.165771547,Business,4,2,0,8,3,3,25000,5,4,Mid,9,No
S00244,23,Male,3.32,981,979,2.617056988,Arts,0,6,2,10,8,5,25000,2,2,Mid,2,No
S00245,25,Female,2.8,1417,621,2.2,Medicine,3,9,2,1,9,2,25000,7,1,Entry,6,Yes
S00246,22,Male,3.03,966,865,2.909409064,Business,2,0,0,7,2,4,25000,4,2,Senior,6,No
