Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
S00044,20,Male,2.94,1490,279,2.1,Mathematics,1,2,4,5,9,4,53200.0,10,5,Entry,8,Yes
S00045,22,Male,3.94,1200,940,3.02,Mathematics,0,8,4,3,9,3,78700.0,7,5,Entry,10,Yes
S00046,20,Female,3.51,1098,490,2.96,Engineering,4,0,5,10,3,5,42200.0,1,4,Mid,10,No
S00047,24,Male,3.62,1558,985,3.5,Engineering,0,0,1,9,5,1,65500.0,5,4,Entry,8,No
S00048,22,Male,2.07,1387,961,2.56,Engineering,2,2,1,5,3,1,49800.0,7,1,Mid,7,Yes
S00049,26,Male,2.94,1005,883,2.44,Business,1,5,3,7,6,4,47900.0,5,3,Mid,4,Yes
S00050,24,Male,3.29,1300,759,3.85,Law,0,1,5,10,10,1,52000.0,5,4,Mid,4,No
S00051,19,Male,3.66,1376,624,3.14,Computer Science,2,0,2,7,5,1,42000.0,6,5,Senior,2,No
S00052,21,Male,2.1,1021,207,2.21,Arts,4,7,0,7,2,5,52100.0,10,2,Senior,9,No
S00053,26,Female,3.7,976,864,2.39,Law,3,9,4,10,3,2,64500.0,10,1,Mid,6,Yes
S00054,29,Female,3.1,1211,846,4.0,Arts,4,8,5,4,7,3,63500.0,6,2,Executive,3,No
S00055,19,Male,2.39,1011,233,2.39,Mathematics,4,9,5,4,10,4,67200.0,10,2,Entry,3,No
S00056,27,Male,2.63,1581,573,3.22,Law,1,0,0,3,10,5,40600.0,2,3,Senior,1,Yes
S00057,26,Female,2.56,1417,597,2.84,Medicine,0,2,1,4,5,0,50900.0,10,2,Entry,2,No
S00058,27,Male,3.06,1096,695,3.77,Computer Science,3,4,0,9,3,0,82700.0,10,5,Entry,5,No
S00059,22,Female,2.1,997,239,3.51,Computer Science,2,6,1,5,4,5,35400.0,9,5,Senior,9,No
S00060,19,Female,2.32,1358,250,3.19,Business,3,9,0,6,6,3,48300.0,3,4,Entry,3,No
S00061,21,Female,3.63,1129,583,2.02,Law,0,3,1,4,8,0,31800.0,1,3,Entry,7,No
S00062,29,Male,2.27,1067,740,3.76,Engineering,1,5,0,1,7,5,51600.0,1,4,Entry,6,No
S00063,29,Female,2.47,907,597,2.89,Computer Science,0,0,4,7,3,1,65600.0,9,2,Entry,3,No
S00064,24,Male,2.91,1071,306,3.86,Law,2,3,4,7,2,2,75700.0,6,5,Entry,4,Yes
S00065,29,Female,3.03,1259,1000,2.99,Engineering,3,7,3,6,3,4,35000.0,7,4,Entry,5,No
S00066,25,Female,3.53,1094,908,3.39,Business,4,4,0,4,5,4,37600.0,2,5,Mid,2,No
S00067,20,Male,2.89,1168,463,2.14,Mathematics,0,7,2,10,7,1,73700.0,1,4,Mid,8,Yes
S00068,18,Male,3.58,918,783,3.49,Mathematics,1,0,3,8,8,3,25000.0,2,1,Mid,7,No
S00069,21,Male,3.24,1253,913,2.68,Law,1,9,0,8,6,2,40400.0,3,3,Entry,9,No
S00070,19,Female,2.23,948,802,2.7,Law,3,8,2,1,2,0,64600.0,3,4,Senior,8,No
S00071,25,Male,2.31,1363,236,2.24,Medicine,4,3,4,9,2,4,25000.0,8,2,Entry,7,No
S00072,21,Female,2.87,1255,291,2.29,Law,2,8,4,8,10,4,34300.0,4,5,Entry,9,No
S00073,19,Male,2.79,1057,39,2.37,Medicine,4,7,5,2,5,3,68900.0,1,5,Senior,10,No
S00074,23,Female,3.49,965,998,2.66,Engineering,3,7,4,9,5,2,25000.0,2,3,Mid,5,No
S00075,23,Female,3.16,1470,718,3.78,Mathematics,4,1,5,4,1,5,25000.0,9,3,Executive,3,No
S00076,27,Female,2.78,1207,183,2.74,Engineering,3,2,2,10,1,0,62600.0,2,1,Entry,6,No
S00077,21,Female,2.34,1236,699,3.45,Mathematics,4,9,1,6,9,4,74400.0,9,4,Mid,9,No
S00078,23,Male,2.45,1570,645,2.17,Mathematics,0,8,0,2,7,4,71500.0,5,1,Entry,6,No
S00079,19,Male,3.15,1020,30,3.18,Computer Science,1,2,3,10,8,0,25000.0,4,4,Senior,3,Yes
S00080,27,Female,2.85,1303,388,2.96,Business,3,7,5,4,5,2,71900.0,4,4,Entry,2,No
S00081,29,Male,3.03,1546,767,3.96,Medicine,3,4,3,2,3,2,51200.0,3,3,Entry,5,No
S00082,19,Male,2.34,1467,143,3.69,Mathematics,1,6,4,9,3,2,37900.0,2,3,Entry,8,No
S00083,27,Male,3.33,995,615,2.91,Computer Science,2,3,1,9,3,4,36000.0,8,4,Mid,8,No
S00084,21,Male,3.71,1013,419,3.55,Arts,3,7,5,5,1,5,60500.0,6,3,Entry,1,No
S00085,25,Male,2.52,1328,74,2.39,Computer Science,0,3,0,3,3,1,56600.0,9,4,Executive,3,No
S00086,24,Female,2.98,1439,55,3.12,Engineering,4,4,5,3,2,4,71100.0,2,3,Senior,5,No
S00087,29,Male,3.95,901,962,2.15,Arts,0,0,0,1,8,3,40600.0,1,2,Senior,1,No
S00088,26,Female,2.67,1111,748,2.7,Computer Science,3,9,3,8,10,3,42700.0,8,4,Senior,6,No
S00089,25,Male,3.19,1479,572,2.45,Law,2,7,3,3,10,5,62100.0,8,5,Senior,4,No
S00090,22,Female,2.18,1539,24,3.44,Business,3,6,3,4,6,4,38100.0,5,2,Senior,9,Yes
S00091,19,Male,3.21,1232,988,2.98,Medicine,2,4,0,2,5,4,62300.0,2,1,Senior,2,No
S00092,22,Female,2.18,923,22,3.5,Law,1,5,5,8,1,0,33300.0,10,3,Senior,10,No
S00093,25,Female,3.92,1267,428,3.03,Arts,4,0,3,3,2,2,80600.0,5,1,Entry,5,No
S00094,27,Male,3.43,1405,32,2.17,Mathematics,0,7,0,2,2,5,79900.0,8,5,Entry,5,No
S00095,26,Female,3.58,1075,863,3.47,Business,2,8,4,1,7,0,39000.0,4,3,Mid,6,Yes
S00096,29,Other,3.41,1328,339,3.67,Mathematics,0,4,5,10,7,5,50900.0,2,1,Entry,5,No
S00097,29,Female,3.18,1341,947,3.81,Computer Science,1,9,5,2,6,3,51800.0,3,2,Entry,10,No
S00098,29,Female,2.9,1447,981,3.14,Law,3,6,5,2,8,3,48000.0,3,1,Mid,10,No
S00099,26,Male,3.72,1413,515,3.51,Engineering,2,9,1,4,4,1,35000.0,9,3,Mid,9,Yes
S00100,18,Female,3.91,1260,512,3.5,Engineering,4,3,3,1,9,2,51600.0,3,2,Mid,1,No
S00101,26,Male,3.0,1173,70,2.31,Business,2,5,0,1,8,2,27800.0,1,5,Executive,8,No
S00102,24,Male,3.86,1076,672,2.33,Engineering,3,1,4,6,3,5,73000.0,7,1,Mid,6,No
S00103,26,Other,3.17,1163,898,2.14,Medicine,3,3,2,5,3,3,74000.0,1,4,Entry,9,No
S00104,25,Male,3.08,1085,88,2.64,Mathematics,4,4,4,1,9,0,70200.0,6,3,Entry,10,No
S00105,18,Female,2.91,1426,877,2.95,Business,4,8,1,6,9,4,71300.0,10,4,Entry,7,No
S00106,29,Female,2.42,1178,571,4.0,Business,1,8,4,8,5,2,61100.0,4,4,Entry,3,No
S00107,25,Female,2.01,1097,764,2.86,Engineering,0,7,3,5,10,4,36400.0,7,1,Entry,8,No
S00108,25,Other,2.48,1248,219,3.45,Business,2,3,3,3,1,3,30300.0,7,4,Entry,10,No
S00109,28,Male,3.02,1320,713,3.39,Computer Science,1,5,2,3,3,1,33900.0,7,2,Senior,3,Yes
S00110,20,Male,2.76,1204,589,2.41,Arts,0,6,5,2,5,3,56800.0,6,5,Mid,3,No
S00111,18,Male,2.9,963,767,2.12,Law,1,0,0,9,4,4,29900.0,7,5,Mid,4,No
S00112,25,Male,3.96,1189,759,3.09,Arts,4,0,4,9,4,3,52600.0,8,4,Senior,3,Yes
S00113,20,Male,2.7,917,270,3.4,Mathematics,4,3,2,7,1,2,58300.0,3,3,Entry,6,No
S00114,20,Male,2.9,963,819,4.0,Law,3,2,3,1,6,5,47200.0,5,4,Mid,7,No
S00115,18,Female,2.27,1229,651,2.72,Engineering,2,9,5,1,10,5,50600.0,10,3,Entry,3,No
S00116,28,Female,2.1,916,78,3.79,Medicine,2,3,0,4,4,4,89100.0,9,5,Senior,3,Yes
S00117,22,Male,3.55,1342,592,2.76,Medicine,2,8,0,2,1,4,49500.0,8,2,Entry,7,No
S00118,27,Female,3.14,1040,10,3.38,Engineering,1,1,1,3,10,1,56100.0,6,3,Entry,10,No
S00119,24,Male,3.52,1207,468,3.2,Mathematics,1,3,5,2,6,2,67600.0,9,5,Entry,9,No
S00120,27,Male,2.3,1343,336,2.11,Engineering,2,6,3,1,5,0,63600.0,10,1,Senior,3,Yes
S00121,26,Female,3.14,1395,636,2.16,Business,3,1,0,3,5,1,62500.0,5,4,Entry,6,No
S00122,29,Female,2.51,1325,186,2.04,Medicine,0,7,1,7,2,2,54100.0,2,3,Senior,5,No
S00123,24,Female,2.46,1374,546,2.74,Arts,1,9,1,10,1,5,54200.0,9,2,Entry,8,No
S00124,26,Male,2.02,1144,121,3.49,Engineering,2,3,3,9,7,0,25000.0,5,4,Entry,9,Yes
S00125,25,Female,2.26,1349,592,2.35,Mathematics,4,8,0,10,5,5,76000.0,8,5,Entry,8,No
S00126,29,Female,2.62,1250,718,3.21,Mathematics,1,0,5,9,3,4,41100.0,8,5,Entry,1,No
S00127,19,Female,2.23,1498,565,2.58,Arts,0,6,0,8,6,5,63200.0,4,5,Mid,7,No
S00128,18,Female,3.97,1060,668,3.59,Law,1,0,4,6,3,1,46500.0,4,3,Mid,8,No
S00129,24,Female,2.62,1039,274,3.6,Arts,0,9,0,1,6,4,96700.0,1,1,Entry,5,Yes
S00130,24,Female,2.26,1392,410,3.55,Mathematics,0,8,1,8,6,4,37600.0,5,1,Entry,4,No
S00131,25,Female,2.4,1487,358,3.05,Medicine,1,9,2,8,9,4,85500.0,9,5,Entry,7,No
S00132,22,Other,3.18,1430,647,2.57,Law,0,9,3,9,8,2,48100.0,5,4,Entry,6,No
S00133,20,Female,2.13,1292,941,3.62,Arts,1,0,2,10,1,0,61000.0,5,2,Entry,2,No
S00134,29,Male,3.72,1300,98,2.37,Business,1,2,0,6,7,2,50300.0,6,4,Mid,9,No
S00135,25,Female,3.92,949,241,2.58,Business,3,6,5,3,9,4,73800.0,6,3,Entry,3,Yes
S00136,23,Male,2.49,1194,557,2.37,Medicine,4,0,5,6,2,1,52000.0,8,1,Mid,1,No
S00137,28,Male,2.9,1324,711,3.35,Business,0,4,1,8,9,5,54800.0,1,2,Mid,3,No
S00138,20,Female,2.04,911,993,3.37,Engineering,1,5,2,7,6,4,51500.0,5,5,Entry,1,Yes
S00139,18,Female,3.28,1234,803,3.31,Law,0,2,3,8,3,0,58500.0,9,5,Entry,10,Yes
S00140,20,Female,2.83,914,948,2.83,Medicine,1,5,4,3,8,2,36100.0,3,3,Senior,7,No
S00141,22,Male,2.54,927,114,2.2,Law,1,3,2,8,7,0,25000.0,7,3,Entry,6,Yes
S00142,20,Female,2.41,1287,487,3.82,Mathematics,1,5,5,5,8,2,56900.0,7,3,Senior,8,No
S00143,18,Male,3.31,1191,789,3.02,Arts,4,5,4,7,8,5,82000.0,10,3,Mid,4,No
S00144,22,Other,2.83,1149,241,2.81,Engineering,0,3,5,4,7,0,43800.0,3,5,Mid,6,No
S00145,27,Other,2.36,1404,156,3.18,Medicine,4,0,0,3,1,0,61500.0,7,5,Mid,3,Yes
S00146,24,Female,3.38,997,352,2.39,Arts,4,2,0,6,10,2,27800.0,3,3,Entry,4,No
S00147,24,Female,3.13,1236,44,2.27,Arts,4,9,3,9,10,2,41700.0,6,5,Entry,6,No
S00148,28,Female,3.72,938,592,2.81,Arts,4,6,4,4,10,2,50700.0,8,3,Senior,5,No
S00149,26,Female,2.23,937,312,2.45,Arts,3,1,4,9,8,3,49600.0,8,2,Mid,2,No
S00150,27,Male,3.57,1199,138,2.49,Arts,0,3,3,3,5,5,66800.0,6,3,Mid,9,No
S00151,27,Male,3.35,1078,663,3.79,Medicine,0,5,5,6,2,0,25000.0,2,3,Entry,2,No
S00152,29,Female,2.23,1508,944,3.06,Business,1,4,2,5,2,3,47500.0,1,2,Entry,8,No
S00153,20,Female,3.39,1368,436,2.97,Arts,0,5,3,9,2,3,40600.0,3,1,Senior,5,No
S00154,24,Male,2.88,1181,754,3.38,Mathematics,4,4,0,6,9,4,36300.0,3,4,Entry,7,No
S00155,18,Female,3.89,1063,143,3.9,Mathematics,2,8,4,2,5,3,39000.0,7,3,Senior,6,Yes
S00156,21,Male,2.28,1352,823,2.22,Engineering,0,1,1,4,3,3,54100.0,4,2,Entry,2,No
S00157,21,Female,3.29,996,299,3.67,Medicine,2,3,5,5,6,2,52200.0,2,2,Mid,4,Yes
S00158,22,Female,2.76,1208,562,3.17,Computer Science,3,0,1,9,9,2,47100.0,2,5,Entry,9,Yes
S00159,24,Female,3.91,1161,262,2.29,Business,1,6,0,1,9,1,29700.0,7,3,Mid,7,No
S00160,24,Female,2.66,1192,512,2.59,Engineering,1,0,4,9,9,5,46000.0,8,2,Entry,1,No
S00161,28,Male,3.92,1148,673,2.96,Mathematics,1,5,4,10,10,0,66900.0,5,1,Mid,4,No
S00162,21,Male,3.8,1144,62,3.38,Arts,3,9,3,1,4,5,25400.0,2,1,Senior,10,No
S00163,24,Female,2.54,1150,567,2.49,Medicine,4,9,2,1,5,3,39300.0,3,4,Entry,3,Yes
S00164,28,Female,3.61,1022,423,3.07,Medicine,2,8,3,4,1,3,32800.0,1,5,Entry,1,No
S00165,20,Male,3.99,1224,396,3.37,Arts,0,1,1,6,10,0,33400.0,10,5,Entry,5,No
S00166,23,Female,2.51,1580,884,2.9,Mathematics,4,0,4,2,6,5,46400.0,4,5,Mid,9,No
S00167,29,Male,2.87,1400,996,3.73,Engineering,1,9,2,1,2,2,40400.0,7,3,Entry,4,No
S00168,19,Female,3.04,1586,31,3.74,Medicine,1,2,3,4,7,2,37100.0,10,1,Entry,2,No
S00169,27,Female,2.59,965,330,2.94,Law,4,5,2,8,4,0,50300.0,9,3,Entry,7,No
S00170,26,Male,2.03,958,949,3.95,Mathematics,2,6,5,6,4,0,26500.0,3,2,Entry,8,Yes
S00171,22,Male,2.44,1397,802,2.15,Mathematics,4,7,5,5,9,2,79900.0,4,4,Entry,2,No
S00172,23,Female,2.56,1272,169,2.01,Business,3,3,1,1,1,0,41500.0,6,4,Entry,10,No
S00173,29,Female,2.89,1165,266,2.76,Engineering,1,7,2,3,6,5,44400.0,1,3,Entry,9,No
S00174,29,Female,2.34,1552,308,3.2,Mathematics,2,6,5,7,2,2,44900.0,5,4,Entry,10,No
S00175,29,Female,3.75,1135,459,3.26,Arts,0,7,4,10,6,0,35500.0,10,3,Mid,8,No
S00176,29,Female,3.41,1117,185,2.95,Mathematics,1,4,5,3,7,2,68800.0,5,5,Entry,4,No
S00177,21,Other,2.17,1426,334,2.25,Engineering,4,9,2,5,3,1,53900.0,10,2,Entry,4,No
S00178,28,Female,3.3,1340,515,2.34,Law,2,6,2,6,4,2,25000.0,9,5,Mid,5,No
S00179,27,Female,3.31,1549,441,3.7,Mathematics,1,3,3,9,2,2,31400.0,9,4,Mid,1,No
S00180,24,Male,3.91,1305,673,3.74,Engineering,0,0,2,3,7,3,40300.0,1,2,Entry,7,No
S00181,29,Male,2.01,1500,391,3.35,Mathematics,0,2,2,6,9,5,59500.0,3,1,Mid,4,No
S00182,26,Female,2.5,1488,772,3.33,Computer Science,4,9,1,2,5,2,67900.0,4,3,Executive,1,No
S00183,24,Male,3.86,1547,935,3.2,Arts,3,8,2,9,5,0,48000.0,1,2,Executive,4,No
S00184,18,Female,3.86,1368,560,2.41,Business,4,3,3,9,9,4,73800.0,9,3,Mid,4,Yes
S00185,18,Female,3.44,1009,254,2.86,Arts,2,4,3,7,8,0,61600.0,2,2,Entry,1,Yes
S00186,26,Female,3.53,1252,586,3.39,Computer Science,4,2,4,9,1,3,82200.0,5,4,Entry,9,No
S00187,28,Male,2.18,990,335,3.07,Arts,2,5,5,4,2,0,41600.0,3,5,Entry,8,No
S00188,26,Male,3.03,1313,400,2.04,Arts,3,3,1,10,7,1,43900.0,4,4,Entry,9,No
S00189,21,Male,2.46,972,166,3.91,Business,4,4,0,1,3,4,53200.0,4,1,Senior,7,No
S00190,26,Male,2.36,1584,260,3.69,Computer Science,0,6,4,1,6,4,38900.0,2,4,Entry,5,No
S00191,20,Male,3.62,1446,4,2.52,Arts,2,6,2,2,1,5,61700.0,2,2,Mid,7,No
S00192,24,Female,2.27,1197,888,3.23,Law,2,8,5,10,8,3,31500.0,8,1,Entry,2,No
S00193,23,Female,2.94,1544,119,3.85,Mathematics,0,1,1,3,2,5,27800.0,2,2,Entry,10,No
S00194,25,Female,3.88,1182,996,2.19,Arts,4,3,4,2,1,4,49200.0,10,5,Executive,7,No
S00195,28,Female,2.37,1404,923,3.01,Medicine,3,7,3,4,2,2,72200.0,7,3,Entry,4,No
S00196,26,Male,3.96,1097,470,2.91,Arts,1,3,1,8,8,3,57400.0,1,5,Entry,5,Yes
S00197,22,Female,3.99,931,470,2.82,Business,4,2,1,3,10,5,62200.0,1,5,Mid,7,No
S00198,18,Female,3.11,1547,785,3.67,Medicine,4,9,2,4,5,1,75000.0,10,5,Mid,2,Yes
S00199,20,Male,2.34,1240,493,2.76,Law,2,5,1,2,9,4,56500.0,3,2,Entry,5,Yes
S00200,27,Female,2.63,1557,738,2.13,Mathematics,2,2,5,1,3,4,44800.0,3,3,Mid,2,No
S00201,29,Male,2.85,1233,864,2.13,Law,3,1,5,8,8,3,71800.0,9,2,Entry,10,No
S00202,25,Female,2.62,1042,500,2.09,Law,3,8,1,7,4,4,64500.0,2,1,Entry,6,No
S00203,28,Other,2.56,1309,70,2.82,Computer Science,3,2,0,10,7,4,39000.0,4,2,Entry,10,No
S00204,23,Male,3.94,943,694,3.44,Law,0,0,2,2,10,1,37300.0,3,5,Mid,8,Yes
S00205,25,Female,2.31,931,865,2.41,Engineering,1,8,1,8,10,1,49200.0,7,4,Entry,7,Yes
S00206,26,Female,3.47,927,776,3.29,Business,1,4,1,10,8,3,63500.0,6,4,Senior,5,No
S00207,21,Other,2.0,1322,370,3.37,Computer Science,3,6,0,3,3,4,35400.0,9,2,Mid,3,No
S00208,18,Male,3.19,1390,181,2.51,Medicine,2,1,0,7,3,5,52000.0,8,5,Senior,4,No
S00209,18,Female,3.83,1059,996,3.2,Engineering,1,0,3,1,1,0,63600.0,2,5,Mid,2,No
S00210,27,Male,2.58,1106,5,3.37,Computer Science,4,5,2,3,8,3,46300.0,3,4,Entry,6,No
S00211,21,Male,2.37,917,197,2.93,Business,0,4,0,9,2,5,54200.0,1,3,Entry,8,No
S00212,29,Male,3.3,1002,47,2.67,Medicine,2,9,1,4,7,1,57300.0,8,3,Mid,8,No
S00213,24,Other,3.43,1481,970,3.24,Business,0,5,0,1,7,0,61300.0,2,5,Entry,9,No
S00214,19,Female,3.38,1530,552,3.96,Business,4,1,4,6,7,5,51200.0,4,1,Mid,5,No
S00215,20,Female,2.64,1550,634,2.85,Medicine,1,6,3,1,4,5,48100.0,2,1,Entry,10,No
S00216,18,Female,2.5,1571,647,2.78,Law,0,0,3,10,7,4,65200.0,2,1,Mid,6,No
S00217,22,Male,3.91,1131,140,2.93,Arts,0,7,5,1,10,3,25000.0,3,1,Senior,2,No
S00218,18,Male,3.85,1559,862,2.15,Business,0,6,2,2,8,3,62900.0,10,1,Entry,10,No
S00219,25,Male,2.91,1323,665,3.11,Law,4,6,3,3,9,1,58800.0,5,4,Mid,4,No
S00220,18,Male,3.69,1446,540,2.66,Mathematics,2,5,2,2,7,2,72900.0,8,5,Entry,3,No
S00221,28,Male,2.9,1138,427,2.24,Medicine,2,9,4,8,6,2,58600.0,10,2,Entry,9,No
S00222,18,Male,2.85,1233,589,2.93,Business,4,4,5,6,5,2,34400.0,2,4,Entry,6,No
S00223,19,Male,2.31,1048,687,2.01,Arts,0,8,1,1,10,3,51500.0,5,4,Entry,6,No
S00224,19,Male,2.85,1522,561,2.8,Mathematics,0,2,4,6,10,1,35300.0,4,5,Mid,4,No
S00225,29,Male,3.07,1307,854,2.21,Medicine,3,8,2,1,7,1,67200.0,3,3,Mid,6,No
S00226,23,Male,2.05,916,310,2.05,Computer Science,1,4,2,9,10,2,25000.0,10,4,Entry,1,No
S00227,24,Other,2.89,1125,274,3.65,Computer Science,1,7,2,3,2,0,26000.0,6,4,Entry,9,No
S00228,22,Female,3.56,1551,539,3.83,Law,2,2,1,1,5,2,32000.0,9,2,Entry,3,No
S00229,18,Other,3.36,1555,840,2.42,Computer Science,4,6,5,1,8,3,25600.0,8,1,Executive,5,No
S00230,18,Male,3.27,1159,390,3.08,Engineering,0,9,5,2,6,0,45100.0,2,4,Mid,7,No
S00231,20,Male,3.82,1573,459,2.56,Business,1,3,2,6,6,1,43700.0,1,1,Senior,2,Yes
S00232,19,Female,2.04,1503,733,2.99,Business,4,4,4,1,1,4,62400.0,8,5,Mid,4,No
S00233,22,Male,3.11,1073,634,2.87,Medicine,4,3,5,7,2,5,25000.0,5,4,Entry,6,No
S00234,29,Male,3.57,1104,361,2.54,Engineering,0,8,1,4,3,0,42000.0,2,2,Mid,1,Yes
S00235,27,Male,3.08,1314,69,3.4,Business,4,6,4,7,7,1,53900.0,10,2,Mid,6,No
S00236,23,Male,2.65,1407,583,2.25,Medicine,1,5,1,4,10,0,36000.0,1,5,Entry,5,Yes
S00237,24,Male,2.27,1052,662,2.11,Arts,3,5,2,4,6,2,25200.0,8,1,Entry,2,No
S00238,21,Male,3.78,1002,699,3.54,Business,1,9,5,4,5,0,60600.0,8,3,Mid,6,No
S00239,24,Female,2.94,964,431,3.33,Law,3,6,1,10,9,0,58500.0,6,5,Mid,5,No
S00240,28,Male,3.76,1016,885,3.0,Business,4,4,0,10,10,0,25000.0,5,3,Entry,1,No
S00241,25,Male,3.17,1564,758,2.94,Arts,1,9,4,8,7,3,43600.0,5,2,Senior,6,No
S00242,28,Female,3.35,1055,708,2.99,Arts,0,2,0,2,9,5,40800.0,6,2,Mid,7,No
S00243,18,Male,3.61,1575,32,2.87,Business,4,2,0,8,3,3,77200.0,5,4,Mid,9,No
S00244,23,Male,3.32,981,979,2.79,Arts,0,6,2,10,8,5,25000.0,2,2,Mid,2,No
S00245,25,Female,2.8,1417,621,3.0,Medicine,3,9,2,1,9,2,43300.0,7,1,Entry,6,Yes
